;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;nutrition;;;;;;;vitamins & minerals;;;;;;;;;;;;;;;;;;;;;
;;NDB_No;Descrip;Energy_kcal;Protein_g;Saturated_fats_g;Fat_g;Carb_g;Fiber_g;Sugar_g;Calcium_mg;Iron_mg;Magnesium_mg;Phosphorus_mg;Potassium_mg;Sodium_mg;Zinc_mg;Copper_mcg;Manganese_mg;Selenium_mcg;VitC_mg;Thiamin_mg;Riboflavin_mg;Niacin_mg;VitB6_mg;Folate_mcg;VitB12_mcg;VitA_mcg;VitE_mg;VitD2_mcg;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6008;soup bf broth or bouillon cnd rts;7;1;0;0;0;0;0;6;0;2;13;54;372;0;0;0;1;0;0;0;1;0;2;0;0;0;0;;
;;35136;cornmeal white (navajo);398;11;1;5;77;10;1;11;4;125;280;443;4;3;0;1;0;0;0;0;3;1;32;0;0;0.37;0;;
;;9518;raspberries frz unswtnd;52;1;0;1;12;7;4;25;1;22;29;151;1;0;0;1;0;26;0;0;1;0;21;0;2;0.87;0;;
;;J003;shiitake mushroom  fresh ;58;3;0;1;9;3;0;0;2;24.47;96;323;9;1;2;0;0;0;0;0;2;0;11;0;0;0.01;0;;
;;17463;"lamb aus frsh rack rst frenched bne-in ln  ft 18"" rstd";291;26;10;21;0;0;0;7;2;21;166;228;65;3;0;0;15;0;0;0;6;1;0;1;4;0.43;0;;
;;19922;candies cocnt bar not choc covered;481;2;26;28;56;6;36;43;1;27;93;294;128;1;0;1;9;3;0;0;0;0;22;0;0;0.2;0;;
;;6048;soup oyster stew cnd cond;48;2;2;3;3;0;0;18;1;4;39;40;722;8;1;0;7;3;0;0;0;0;2;2;3;0;0;;
;;23047;"beef rnd knuckle tip cntr steak ln  fat 0"" fat sel raw";137;21;2;5;0;0;0;5;2;24;216;360;53;6;0;0;29;0;0;0;5;1;11;5;0;0.2;0;;
;;36054;olive garden chs ravioli w marinara sau;159;7;3;6;20;1;5;121;1;23;129;184;269;1;0;0;19;0;0;0;2;0;0;0;48;0.45;0;;
;;23251;"beef top loin petite rst bnless ln 18"" fat choic ckd rstd";206;28;3;10;1;0;0;17;2;25;231;371;62;6;0;0;35;0;0;0;8;1;7;4;1;0;0;;
;;18614;martha white foods martha white's chewy fudge brownie mx dry;407;4;2;6;84;3;55;17;4;0;0;51;457;0;0;0;0;0;0;0;2;0;49;0;0;0;0;;
;;8061;cereals rte post raisin bran crl;324;8;0;2;79;14;33;44;18;168;339;525;382;4;0;3;6;1;1;1;9;1;19;3;380;0.54;2;;
;;15136;crab alaska king raw;84;18;0;1;0;0;0;46;1;49;219;204;836;6;1;0;36;7;0;0;1;0;44;9;7;0;0;;
;;19405;granola bars soft uncoated choc chip grahammarshmllw;427;6;9;16;71;4;0;89;3;71;202;275;316;1;0;1;15;0;0;0;1;0;21;0;2;0;0;;
;;8673;cereals rte malt-o-meal blueberry mini spooners;350;9;0;2;79;10;18;33;29;73;331;327;2;7;0;0;0;0;1;1;14;1;0;3;0;0.67;0;;
;;14119;beverages mxd veg  fruit juc drk w added nutr;29;0;0;0;7;0;2;3;0;1;2;19;21;0;0;0;0;33;0;0;0;0;0;0;104;1.63;0;;
;;14376;beverages tea inst lemon diet;2;0;0;0;0;0;0;3;0;2;1;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;3808;inf formula mead johnson enfamillipil wirn pdr w ara  dha;511;11;11;270;56;0;56;400;9;41;270;560;139;5;0;0;15;62;0;1;5;0;0;;470;6.9;8;;
;;23336;"beef loin tenderloin rst bnless ln  fat 0"" fat all grds raw";149;22;2;7;0;0;0;14;2;12;211;284;44;3;0;0;20;0;0;0;5;1;3;3;5;0.19;0;;
;;6188;soup bf broth lessreduced na ready to serve;6;1;0;0;0;0;0;3;0;1;9;20;225;0;0;0;0;0;0;0;0;0;2;0;0;0;0;;
;;23274;"beef ribeye filet bnless ln 0"" fat sel ckd grilled";186;29;3;8;0;0;0;6;4;27;242;383;87;11;0;0;36;0;0;0;5;0;7;3;2;0;0;;
;;14433;beverages h2o btld non-carbonated pepsi aquafina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;11594;waxgourd (chinese preserving melon) ckd bld drnd wosalt;14;0;0;0;3;1;1;18;0;10;17;5;107;1;0;0;0;11;0;0;0;0;4;0;0;0.08;0;;
;;6597;pace chipotle chunky salsa;25;0;0;0;6;3;6;0;0;0;0;0;719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;B011;green gram  whole ;294;23;0;1;46;17;1;92;5;198;353;1177;12;3;1;1;23;0;0;0;2;0;145;0;34;0.33;0;;
;;16399;peanut butter w omega-3 creamy;608;24;10;54;17;6;3;45;2;191;426;780;356;3;0;2;0;0;0;0;13;0;0;0;0;10.34;0;;
;;14096;alcoholic bev wine table red;85;0;0;0;3;0;1;8;0;12;23;127;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;
;;21115;fast foods hamburger lrg triple patty wcondmnt;267;19;6;16;11;0;0;25;3;21;152;303;275;4;0;0;22;1;0;0;4;0;12;2;3;0;0;;
;;4584;oil sunflower hi oleic (70  over);884;0;10;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.08;0;;
;;8578;cereals crm of wheat 1 minute ckd w h2o microwaved wo salt;55;2;0;0;11;2;3;126;5;8;28;23;4;0;0;0;0;0;0;0;1;0;14;0;0;0.04;0;;
;;8057;cereals rte general mills honey nut chex;375;6;1;2;87;4;28;313;14;25;63;219;600;12;0;0;11;19;1;1;16;2;19;5;432;0.21;3;;
;;1217;yogurt fruit lofat 10 grams prot per 8 oz fort w vitamin d;102;4;1;1;19;0;19;152;0;15;119;195;58;1;0;0;3;1;0;0;0;0;9;0;10;0.02;1;;
;;14414;alcoholic bev liqueur coffee 53 proof;336;0;0;0;47;0;38;1;0;3;6;30;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;13386;"beef rib lrg end (ribs 6-9) lnfat 0""fat choic ckd rstd";372;23;12;30;0;0;0;10;2;20;172;290;64;6;0;0;21;0;0;0;4;0;7;2;0;0;0;;
;;20022;cornmeal degermed enr yel;370;7;0;2;79;4;2;3;4;32;99;142;7;1;0;0;11;0;1;0;5;0;30;0;11;0.12;0;;
;;23107;"beef chk undbl cntr stk bnl den ct lnfat  0"" ft sel ckd gld";215;26;5;12;0;0;0;16;3;23;198;301;73;10;0;0;28;0;0;0;4;0;6;4;7;0.07;0;;
;;22900;ravioli meat-filled w tomato sau or meat sau cnd;97;3;1;3;13;2;2;12;1;12;40;178;283;0;0;0;10;0;0;0;1;0;11;0;14;0.5;0;;
;;36024;cracker barrel chick tenderloin platter fried;293;18;3;15;20;1;0;12;1;28;268;319;874;1;0;0;16;0;0;0;7;0;7;0;2;1.21;0;;
;;19363;candies mars snackfood us skittles wild berry bite size;402;0;4;4;91;0;76;0;0;0;0;0;15;0;0;0;0;67;0;0;0;0;0;0;0;0;0;;
;;14245;beverages eggnog-flavor mix pdr prep w whl milk;95;293;2;3;14;0;13;92;0;10;77;121;55;0;0;0;3;;0;0;0;0;5;0;26;0.06;0;;
;;6241;campbell's chnky micro bowls bf w contry veg rts;61;4;1;1;9;2;1;8;0;0;0;0;367;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
;;5685;chicken skn (drumsticks  thighs) w added soln raw;386;11;11;38;0;0;0;7;1;7;88;101;139;1;0;0;11;0;0;0;3;0;2;1;56;0.44;0;;
;;16087;peanuts all types raw;567;26;6;49;16;9;5;92;5;168;376;705;18;3;1;2;7;0;1;0;12;0;240;0;0;8.33;0;;
;;11426;pumpkin pie mix canned;104;1;0;0;26;8;0;37;1;16;45;138;208;0;0;0;1;4;0;0;0;0;35;0;415;0;0;;
;;15033;haddock raw;74;16;0;0;0;0;0;11;0;21;227;286;213;0;0;0;26;0;0;0;3;0;12;2;17;0.45;1;;
;;28097;keebler fudge shoppe merry mint patties holiday;528;3;23;28;67;1;44;0;2;16;60;159;249;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
;;17327;"lamb aus imp frsh shldr blade lnfat 18""fat ckd brld";291;22;11;22;0;0;0;28;2;20;177;295;88;6;0;0;8;0;0;0;4;0;0;3;0;0;0;;
;;10894;pork cured ham fat bnless htd;507;9;17;52;2;0;0;6;1;16;169;195;677;1;0;0;16;0;0;0;3;0;1;0;12;0.35;2;;
;;28169;kellogg's pop-tarts frstd cookies  creme toaster pastries;379;5;3;10;69;3;38;241;8;32;141;178;597;1;0;0;0;0;1;0;5;1;0;0;397;0;0;;
;;23002;"beef shrt ln prtrhs stk ln  fat 18"" fat all grds ckd grlld";276;25;7;19;0;0;0;19;3;20;208;257;64;4;0;0;25;0;0;0;6;1;4;2;7;0.24;0;;
;;19115;candies mars snackfood us mars almond bar;467;8;7;23;63;2;52;168;1;72;234;325;170;1;0;0;2;1;0;0;1;0;9;0;15;7.75;0;;
;;16171;refried bns cnd vegetarian;83;5;0;1;14;5;1;35;2;38;114;344;430;1;0;0;6;0;0;0;0;0;0;0;0;0.09;0;;
;;42141;cream sub liq lt;71;1;1;4;9;0;9;1;1;0;75;177;60;0;0;0;1;0;0;0;0;0;0;0;0;0.28;0;;
;;27021;campbell's homestyle hr chick w whl grain pasta soup;40;4;0;1;4;1;0;11;0;9;45;265;167;0;0;0;5;0;0;0;2;0;0;0;0;0;0;;
;;11710;balsam-pear (bitter gourd) leafy tips ckd bld drnd wsalt;32;4;0;0;6;2;1;42;1;94;77;602;249;0;0;1;1;56;0;0;1;1;88;0;121;1.45;0;;
;;18170;cookies fig bars;348;4;1;7;71;5;46;64;3;27;62;207;350;0;0;0;3;0;0;0;2;0;10;0;9;0.65;0;;
;;23125;"beef chuck shrt ribs bnless ln  fat 0"" fat all grds ckd brs";305;25;10;23;0;0;0;14;3;20;170;239;70;10;0;0;30;0;0;0;3;0;6;3;8;0.08;0;;
;;3801;inf formula nes g start supr w iron liq conc not recon;127;3;3;7;14;;97;81;2;9;46;137;34;1;0;0;2;11;0;0;1;0;0;0;114;1.91;2;;
;;3096;babyfood veg grn bnspotatoes;62;2;1;2;9;1;2;60;1;20;61;148;18;0;0;0;1;1;0;0;0;0;10;0;14;0.08;0;;
;;5219;turkey breast from whl bird meat only raw;114;24;0;1;0;0;0;11;1;28;201;242;113;1;0;0;23;0;0;0;10;1;7;1;6;0.06;0;;
;;11854;spinach ckd bld drnd wsalt;23;3;0;0;4;2;0;136;4;87;56;466;306;1;0;1;2;10;0;0;0;0;146;0;524;2.08;0;;
;;8263;cereals rte general mills appl cinn cheerios;386;8;1;6;80;7;34;333;15;80;267;248;390;13;0;0;19;20;1;1;17;2;19;5;498;0.68;3;;
;;9036;apricot nectar cnd wo vit c;56;0;0;0;14;1;14;7;0;5;9;114;3;0;0;0;0;1;0;0;0;0;1;0;66;0.31;0;;
;;11261;mushrooms white ckd bld drnd wo salt;28;2;0;0;5;2;2;6;2;12;87;356;2;1;1;0;12;4;0;0;4;0;18;0;0;0.01;0;;
;;15079;salmon chum raw;120;20;1;4;0;0;0;11;1;22;283;429;50;0;0;0;37;0;0;0;7;0;4;3;30;1.09;0;;
;;18968;bagels wheat;250;10;0;2;49;4;6;20;3;51;142;165;439;1;0;1;29;0;0;0;3;0;31;0;0;0.32;0;;
;;18532;archway home style cookies  iced molasses;420;4;4;14;69;1;38;24;4;0;0;125;605;0;0;0;0;0;0;0;2;0;61;0;0;0;0;;
;;18112;cake pudding-type german choc dry mix;350;4;2;3;81;2;42;189;3;22;294;153;841;0;0;0;3;0;0;0;2;0;46;0;1;0.08;0;;
;;13469;"beef shrt loin prtrhs steak ln 18"" fat sel ckd grilled";203;29;3;9;0;0;0;20;3;23;227;292;67;5;0;0;28;0;0;0;6;1;7;2;2;0.14;0;;
;;28310;cookies shortbread red fat;451;5;5;14;76;1;22;13;3;14;66;88;571;0;0;0;6;0;0;0;3;0;36;0;0;2.44;0;;
;;C004;amaranth leaves  red and green mix ;32;3;0;1;3;5;0;269;5;146;68;597;18;1;0;1;22;77;0;0;1;0;69;0;1753;0.45;0;;
;;20314;corn grain white;365;9;1;5;74;0;0;7;3;127;210;287;35;2;0;0;16;0;0;0;4;1;0;0;0;0;0;;
;;15087;fish salmon sockeye cnd drnd sol;167;24;1;7;0;0;0;232;1;31;338;314;408;1;0;0;34;0;0;0;8;0;4;6;55;2.07;21;;
;;11437;salsify (veg oyster) raw;82;3;0;0;19;3;0;60;1;23;75;380;20;0;0;0;1;8;0;0;1;0;26;0;0;0;0;;
;;15270;crustaceans shrimp raw (not previously frozen);85;20;0;1;0;0;0;64;1;35;214;264;119;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;18501;kellogg kellogg's nutri-grain crl bars mxd berry;370;4;2;8;73;2;34;39;5;26;98;188;284;4;0;0;0;0;1;1;14;1;108;0;0;0;0;;
;;32035;banquet salisbury steak w gravy family size frz unprep;155;7;4;11;7;1;0;51;1;17;135;142;517;1;0;0;8;0;0;0;1;0;13;0;0;0.29;0;;
;;43507;frankfurter lo na;312;12;12;29;2;0;0;20;1;3;87;166;311;2;0;0;12;0;0;0;2;0;4;2;0;0.17;1;;
;;8666;cereals rte general mills cinn burst cheerios;375;6;1;6;83;9;28;313;25;50;125;328;375;12;0;0;0;47;1;1;16;2;0;5;0;0;3;;
;;16009;beans bkd cnd wpork;106;5;1;2;20;6;0;53;2;34;108;309;414;1;0;0;5;2;0;0;0;0;36;0;0;0;0;;
;;7909;luncheon meat porkchick minced cnd incl spam lite;196;15;5;14;1;0;1;39;1;18;109;461;1032;2;0;0;27;39;0;0;3;0;4;1;0;0.24;1;;
;;D012;brinjal-3;24;1;0;0;3;4;1;15;0;29.56;45;192;3;0;0;0;0;2;0;0;1;0;32;0;0;0.09;0;;
;;11675;potatoes microwaved ckd in skn fleshskn wosalt;105;2;0;0;24;2;0;11;1;27;105;447;8;0;0;0;0;15;0;0;2;0;12;0;0;0;0;;
;;1241;ice crm sndwch made w lt ice crm vanilla;186;4;1;3;40;0;18;30;0;10;26;41;146;0;0;0;1;0;0;0;1;0;2;0;96;0.14;0;;
;;18326;pie pumpkin commly prep;243;4;2;10;35;2;19;64;1;14;81;167;239;0;0;0;5;0;0;0;1;0;10;0;448;0.76;0;;
;;9200;oranges raw all comm var;47;1;0;0;12;2;9;40;0;10;14;181;0;0;0;0;1;53;0;0;0;0;30;0;11;0.18;0;;
;;11714;lima bns immat seeds ckd bld drnd wsalt;123;7;0;0;24;5;2;32;2;74;130;570;253;1;0;1;2;10;0;0;1;0;26;0;19;0.14;0;;
;;10990;pork frsh loin blade (roasts) bnless ln  fat ckd rstd;199;26;4;10;0;0;0;12;1;23;268;439;67;2;0;0;44;0;1;0;7;0;0;1;2;0.22;1;;
;;31016;v8 60 veg juc v8 v-lite;14;0;0;0;3;0;2;16;0;0;0;111;148;0;0;0;0;30;0;0;0;0;0;0;0;0;0;;
;;6176;sauce oyster rts;51;1;0;0;11;3;0;32;0;4;22;54;2733;0;0;0;4;0;0;;1;0;15;0;0;0;0;;
;;16375;lima bns thin seeded (baby) mature seeds ckd bld wsalt;126;8;0;0;23;8;0;29;2;53;127;401;239;1;0;1;5;0;0;0;1;0;150;0;0;0;0;;
;;19165;cocoa dry pdr unswtnd;228;20;8;14;58;37;2;128;14;499;734;1524;21;7;4;4;14;0;0;0;2;0;32;0;0;0.1;0;;
;;23453;beef nz imp chuck eye roll ln  fat raw;181;19;4;11;0;0;0;6;2;19;169;295;53;4;0;0;1;0;0;0;3;0;0;2;8;0.57;0;;
;;14234;beverages ocean spray cran lemonade;45;0;0;0;11;1;10;2;0;1;1;10;52;0;0;0;0;33;0;0;0;0;0;0;1;0;0;;
;;11798;mushrooms shiitake ckd wsalt;56;2;0;0;14;2;4;3;0;14;29;117;240;1;1;0;25;0;0;0;2;0;21;0;0;0;1;;
;;11453;soybeans mature seeds sprouted ckd stmd;81;8;1;4;7;1;1;59;1;60;135;355;10;1;0;1;1;8;0;0;1;0;80;0;2;0.21;0;;
;;11116;cabbage chinese (pak-choi) raw;13;2;0;0;2;1;1;105;1;19;37;252;65;0;0;0;1;45;0;0;1;0;66;0;223;0.09;0;;
;;23528;"beef chuck clod rst ln  fat 0"" fat choic ckd rstd";216;25;4;12;0;0;0;8;3;20;210;363;71;6;0;0;29;0;0;0;3;0;9;3;0;0.15;0;;
;;42284;babyfood bkd product finger snacks crl fort;421;6;2;10;77;2;28;400;23;27;709;114;214;4;0;0;38;10;1;2;11;0;18;0;0;3.9;0;;
;;43340;cheese parmesan lo na;451;42;19;30;4;0;1;800;1;51;807;107;63;3;0;0;24;0;0;0;0;0;10;1;125;0.27;1;;
;;23581;beef ground 75 ln meat  25 fat loaf ckd bkd;254;25;6;17;0;0;0;28;2;18;172;256;70;6;0;0;20;0;0;0;4;0;7;2;3;0.12;0;;
;;22974;chicken nuggets dk  white meat preckd frz not rehtd;268;12;4;17;16;2;1;47;1;25;165;206;540;1;0;0;17;0;0;0;3;0;5;0;16;1.92;0;;
;;3943;inf formula  mea johnso  enfami  ar lipil  pdr  w ara  dha;509;13;11;26;56;0;56;397;9;41;269;550;204;5;0;0;14;61;0;1;5;0;0;2;459;4.6;8;;
;;18166;cookies choc sndwch wcreme filling reg;464;5;6;19;71;3;41;21;12;47;93;234;388;1;0;1;5;0;0;0;3;0;3;0;1;2.47;0;;
;;7077;smoked link sausage porkbf nonfat dry milk;313;13;10;28;2;0;0;41;1;16;137;286;1173;2;0;0;14;0;0;0;3;0;2;2;0;0;0;;
;;6228;prego pasta mini meatball ital sau rts;77;3;1;2;10;2;8;15;1;0;0;277;369;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;
;;18198;cookies choc chip commly prep spl dietary;450;4;4;17;73;2;40;46;4;21;109;199;244;0;0;0;3;0;0;0;3;0;6;0;1;1.06;0;;
;;36607;cracker barrel steak fries;255;3;2;13;31;4;1;19;1;32;117;551;43;0;0;0;0;1;0;0;2;0;29;0;0;1.34;0;;
;;16528;worthington dinner rst frz unprep;213;16;2;14;7;3;1;46;2;0;131;150;671;1;0;0;0;0;2;0;7;1;0;2;0;0;0;;
;;28253;sunshine cheez-it snack mix;438;9;3;15;67;4;2;84;4;15;62;78;1107;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;
;;8484;cereals rte malt-o-meal raisin bran crl;342;8;0;2;80;10;33;33;15;136;339;546;466;6;1;0;39;0;1;1;8;1;19;3;253;0.18;3;;
;;17317;"lamb aus frsh rib chop frnched bone-in ln 18"" ckd grilled";234;32;6;12;0;0;0;11;2;26;216;320;85;3;0;0;15;0;0;0;9;1;0;2;4;0.41;0;;
;;4120;salad drsng french drsng comm reg;457;1;6;45;16;0;16;24;1;5;19;67;836;0;0;0;0;4;0;0;0;0;0;0;23;5;0;;
;;11977;peppers serrano raw;32;2;0;0;7;4;4;11;1;22;40;305;10;0;0;0;0;45;0;0;2;1;23;0;47;0.69;0;;
;;13;goat  testis;71;12;1;2;0;0;0;6;1;13.66;186;253;93;1;0;0;80;0;0;0;2;0;2;0;0;0.09;0;;
;;35145;stew hominy w mutton (navajo);83;7;1;2;9;2;0;8;1;20;82;118;45;1;0;0;4;0;0;0;2;0;0;1;0;0.37;0;;
;;A013;rice  raw  brown ;354;9;0;1;75;4;1;11;1;93.91;267;199;4;2;0;2;2;0;0;0;3;0;12;0;0;0.69;0;;
;;18293;pancakes pln prep from recipe;227;6;2;10;28;0;0;219;2;16;159;132;439;1;0;0;15;0;0;0;2;0;12;0;54;0;0;;
;;7061;mother's loaf pork;282;12;8;22;8;0;0;43;1;16;129;225;1127;1;0;0;35;1;1;0;3;0;8;1;0;0;1;;
;;22941;spaghettios spaghettios w sliced franks;87;4;1;2;13;2;4;60;1;13;79;333;238;0;0;0;0;2;0;0;1;0;0;0;0;0;0;;
;;23062;"bf rnd knuckle tip cntr stk ln  fat 0"" fat all ckd grld";177;27;3;7;0;0;0;5;3;26;240;377;52;7;0;0;39;0;0;0;5;0;10;3;0;0.2;0;;
;;23657;"beef flank steak ln 0"" fat sel raw";137;21;2;5;0;0;0;21;2;22;202;341;53;4;0;0;30;0;0;0;6;1;13;1;0;0.29;0;;
;;14550;alcoholic bev distilled all (gin rum vodka whiskey) 86 proof;250;0;0;0;0;0;0;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;1161;cheese sub mozzarella;248;11;4;12;24;0;24;610;0;41;583;455;685;2;0;0;19;0;0;0;0;0;11;1;437;0.11;0;;
;;14084;alcoholic bev wine table all;83;0;0;0;3;0;1;8;0;11;20;99;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;
;;6558;soup tomato bisque cnd prep w eq volume h2o;50;1;0;1;10;0;0;16;0;4;24;169;424;0;0;0;0;2;0;0;0;0;6;0;18;0;0;;
;;43216;sweeteners tabletop fructose dry pdr;368;0;0;0;100;0;93;0;0;0;0;0;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;
;;15048;mackerel jack cnd drnd sol;156;23;2;6;0;0;0;241;2;37;301;194;379;1;0;0;38;1;0;0;6;0;5;7;130;1.03;7;;
;;11113;cabbage red ckd bld drnd wosalt;29;2;0;0;7;3;3;42;1;17;33;262;28;0;0;0;2;34;0;0;0;0;24;0;2;0.12;0;;
;;11192;cowpeas (blackeyes) immat seeds ckd bld drnd wo salt;97;3;0;0;20;5;3;128;1;52;51;418;4;1;0;1;3;2;0;0;1;0;127;0;40;0.22;0;;
;;28334;cookies gluten-free lemon wafer;515;0;11;24;74;0;42;9;0;3;39;36;111;0;0;0;0;0;0;0;0;0;0;0;0;3.12;0;;
;;10158;usda cmdty pork cnd;196;19;4;13;1;0;0;5;1;20;173;243;213;3;0;0;46;0;0;0;6;0;1;1;0;0.28;0;;
;;8561;cereals kashi go ln hot crl hearty honey  cinn dry;367;18;1;5;68;12;18;66;4;68;241;586;273;1;0;0;0;1;0;0;1;0;11;0;0;0;0;;
;;16390;peanuts all types dry-roasted wosalt;587;24;8;50;21;8;5;58;2;178;363;634;6;3;0;2;9;0;0;0;14;0;97;0;0;4.93;0;;
;;13340;beef var meatsby-products tongue ckd simmrd;284;19;8;22;0;0;0;5;3;15;145;184;65;4;0;0;13;1;0;0;3;0;7;3;0;0.3;0;;
;;12061;almonds;579;21;4;50;22;13;4;269;4;270;481;733;1;3;1;2;4;0;0;1;4;0;44;0;0;25.63;0;;
;;23102;"beef chk und bl pot rststk bnl ln  ft 0"" ft  all gr  raw";196;19;6;13;0;0;0;12;2;20;184;336;76;7;0;0;23;0;0;0;4;0;3;3;4;0.16;0;;
;;1073;dessert topping semi solid frz;318;1;22;25;23;0;23;6;0;2;8;18;25;0;0;0;2;0;0;0;0;0;0;0;7;0.96;0;;
;;9212;orange juc frz conc unswtnd dil w 3 volume h2o w added ca;37;1;0;0;8;0;7;147;0;10;78;158;4;0;0;0;0;36;0;0;0;0;19;0;3;0.15;0;;
;;21078;fast foods nachos wchs;343;4;2;22;35;3;2;63;1;42;198;362;313;1;0;0;9;1;0;0;1;0;10;0;5;4.08;0;;
;;23313;beef aus imp wgu smlendrib stkrst bnless  mrb scr 45 raw;234;20;7;17;0;0;0;4;2;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;28267;keebler sandies simply shortbread cookies;528;6;13;29;62;1;23;0;3;12;61;65;291;0;0;0;0;0;0;0;3;0;0;0;119;0;0;;
;;5748;ckn brler or fryers brst sknls bnls mt only w added sln brsd;145;28;1;4;0;0;0;5;0;28;217;313;172;1;0;0;40;0;0;0;9;1;0;0;9;0.42;0;;
;;B002;bengal gram  whole ;287;19;0;5;40;25;1;150;7;160;267;935;27;3;1;3;41;0;0;0;2;0;233;0;21;1.72;0;;
;;21157;subway meatball marinara sub on white bread (no toppings);219;10;3;8;26;2;5;176;2;29;97;275;437;1;0;0;14;0;0;0;4;0;0;1;15;0.79;0;;
;;10048;pork frsh loin cntr rib (chops or roasts) bone-in ln raw;136;22;2;5;0;0;0;24;1;25;216;359;60;2;0;0;38;0;0;0;7;1;0;1;0;0.13;1;;
;;6235;prego pasta rstd garlic  herb ital sau rts;69;2;0;2;10;2;7;15;1;0;0;308;354;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;
;;2020;garlic powder;331;17;0;1;73;9;2;79;6;77;414;1193;60;3;1;1;24;1;0;0;1;2;47;0;0;0.67;0;;
;;9104;fruit salad cnd lt syrup solliquids;58;0;0;0;15;1;0;7;0;5;9;82;6;0;0;0;0;3;0;0;0;0;3;0;21;0;0;;
;;10199;pork frsh loin cntr rib (chops or roasts) bnless ln raw;152;22;2;6;0;0;0;5;1;22;207;421;45;2;0;0;35;0;1;0;5;0;7;1;2;0.18;1;;
;;5663;ground turkey fat free pan-broiled crumbles;151;32;1;3;0;0;0;6;1;35;290;357;61;2;0;0;31;0;0;0;13;1;8;1;9;0.1;0;;
;;43008;babyfood dinner chickrice;51;2;0;1;9;1;1;18;0;8;20;60;25;0;0;0;3;1;0;0;0;0;3;0;58;0.11;0;;
;;11796;lotus root ckd bld drnd wsalt;66;2;0;0;16;3;0;26;1;22;78;363;281;0;0;0;1;27;0;0;0;0;8;0;0;0;0;;
;;21611;school lunch chick nuggets whl grain breaded;270;16;3;13;23;2;0;32;2;24;183;231;511;1;0;0;18;1;0;0;6;0;6;0;16;1.23;0;;
;;43287;dove ckd (incl squab);213;24;4;13;0;0;0;17;6;26;332;256;57;4;1;0;20;3;0;0;8;1;6;0;28;0.06;0;;
;;D064;plantain  stem ;39;0;0;0;9;2;1;11;0;32.82;16;373;23;0;0;0;0;4;0;0;0;0;13;0;1;0.02;0;;
;;22919;macaroni  chs cnd microwavable;134;6;4;6;14;0;1;57;1;13;97;72;335;1;0;0;12;0;0;0;1;0;0;0;0;0;0;;
;;10207;pork frsh loin country-style ribs ln raw;140;21;2;6;0;0;0;21;1;23;204;338;67;3;0;0;35;0;0;0;3;1;0;1;0;0.25;1;;
;;43550;babyfood banana appl dssrt str;68;0;0;0;16;1;15;3;0;8;9;71;7;0;0;0;1;12;0;0;0;0;4;0;2;0.02;0;;
;;17182;game meat raccoon ckd rstd;255;29;4;15;0;0;0;14;7;30;261;398;79;2;0;0;18;0;1;1;5;0;11;8;0;0.49;0;;
;;11177;corn swt yel cnd drnd sol rinsed w tap h2o;74;2;0;1;13;2;4;2;0;11;41;116;163;0;0;0;0;2;0;0;1;0;29;0;0;0;0;;
;;14641;beverages energy drk vault zero sugar-free citrus flavor;1;0;0;0;1;0;0;2;0;3;0;3;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;14423;beve dary drk mix chc red cal w asprt pdr prep w h2o  ice;29;2;0;0;5;1;3;127;1;19;78;197;61;0;0;0;2;1;0;0;0;0;3;0;18;0;0;;
;;6375;campbell's veg bf soup cond;65;4;0;0;12;2;2;13;1;5;20;169;656;1;0;0;0;1;0;0;0;0;0;0;0;0;0;;
;;3901;inf formula  ne goo star 2 essent w iron liq conc not recon;125;3;2;5;17;0;12;150;2;10;100;169;49;1;0;0;3;11;0;0;1;0;0;0;98;1.75;2;;
;;11563;tree fern ckd wosalt;40;0;0;0;11;4;0;8;0;5;4;5;5;0;0;1;1;30;0;0;4;0;15;0;10;0;0;;
;;23183;"beef rib back ribs bone-in ln 0"" fat choic raw";252;19;8;19;1;0;0;8;2;20;146;254;61;4;0;0;20;0;0;0;4;0;3;2;2;0;0;;
