;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;nutrition;;;;;;;vitamins & minerals;;;;;;;;;;;;;;;;;;;;;
;;NDB_No;Descrip;Energy_kcal;Protein_g;Saturated_fats_g;Fat_g;Carb_g;Fiber_g;Sugar_g;Calcium_mg;Iron_mg;Magnesium_mg;Phosphorus_mg;Potassium_mg;Sodium_mg;Zinc_mg;Copper_mcg;Manganese_mg;Selenium_mcg;VitC_mg;Thiamin_mg;Riboflavin_mg;Niacin_mg;VitB6_mg;Folate_mcg;VitB12_mcg;VitA_mcg;VitE_mg;VitD2_mcg;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;14090;beverages cocnt h2o rtd unswtnd;18;0;0;0;4;0;4;7;0;6;5;165;26;0;0;0;0;10;0;0;0;0;0;0;0;0;0;;
;;3712;babyfood crl rice wbananas prep wwhl milk;86;4;2;3;10;0;6;156;4;20;109;180;47;0;0;0;4;0;1;0;2;0;6;0;43;0.09;1;;
;;28354;andrea's gluten free soft dinner roll;257;6;0;8;40;3;3;41;1;42;128;165;544;1;0;1;9;0;0;0;0;0;31;0;0;0.52;0;;
;;1117;yogurt pln lofat 12 grams prot per 8 oz;63;5;1;2;7;0;7;183;0;17;144;234;70;1;0;0;3;1;0;0;0;0;11;1;14;0.03;0;;
;;16115;soy flour full-fat raw;434;38;3;21;32;10;8;206;6;429;494;2515;13;4;3;2;8;0;1;1;4;0;345;0;6;1.95;0;;
;;11840;potatoes frz frch fr par fr cttge-cut prep htd oven wsalt;218;3;4;8;34;3;0;10;1;22;65;480;281;0;0;0;0;10;0;0;2;0;17;0;0;0;0;;
;;21277;"domino's 14"" chs pizza classic hand-tossed crust";257;11;4;9;33;2;4;167;2;24;204;161;523;1;0;0;23;1;0;0;3;0;0;0;61;0.99;0;;
;;19164;candies spl dk choc bar;556;6;0;32;60;7;48;30;2;31;51;502;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;44061;puddings choc flavor lo cal inst dry mix;356;5;1;2;78;6;1;126;3;89;1660;1279;2838;0;1;1;4;0;0;0;0;0;6;0;0;0.02;0;;
;;14157;beverages carb root beer;41;0;0;0;11;0;11;5;0;1;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;8417;cereals quaker inst oatmeal banana bread dry;368;9;1;5;76;7;29;277;10;92;315;287;700;2;0;0;0;1;1;1;11;1;0;0;0;0.44;0;;
;;28071;keebler club crackers snack stks original;475;6;4;22;65;2;10;0;0;0;0;105;1106;0;0;0;0;0;1;0;4;0;0;0;0;0;0;;
;;17351;veal australian shank hind bone-in ln raw;122;20;2;4;0;0;0;17;3;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;3704;babyfood crl mxd whoney prep wwhl milk;115;5;0;4;16;0;0;294;11;28;184;171;48;1;0;0;0;0;0;1;6;0;11;0;0;0;0;;
;;18292;pancakes pln dry mix incomplete prep;218;8;2;8;29;2;0;215;1;22;313;199;505;1;0;0;10;1;0;0;1;0;11;0;71;0;0;;
;;18291;pancakes pln dry mix incomplete (incl bttrmlk);355;10;0;2;74;5;2;342;3;31;627;191;1496;1;0;0;13;0;1;0;4;0;9;0;0;0.39;0;;
;;20037;rice brown long-grain ckd;123;3;0;1;26;2;0;3;1;39;103;86;4;1;0;1;6;0;0;0;3;0;9;0;0;0.17;0;;
;;11300;peas edible-podded raw;42;3;0;0;8;3;4;43;2;24;53;200;4;0;0;0;1;60;0;0;1;0;42;0;54;0.39;0;;
;;43019;salad drsng swtsour;15;0;0;0;4;0;4;4;0;3;3;33;208;0;0;0;2;8;0;0;0;0;2;0;0;2.56;0;;
;;23;sheep  spleen;92;16;2;3;0;0;0;11;53;17.23;266;327;51;2;0;0;65;0;0;0;5;0;3;0;0;0.1;0;;
;;23536;"beef shldr steak bnless ln  fat 0"" fat sel ckd grilled";177;28;3;6;0;0;0;12;3;24;245;366;67;8;0;0;31;0;0;0;5;1;7;4;6;0.07;0;;
;;1286;yogurt greek vanilla nonfat;78;9;0;0;10;1;10;99;0;10;119;123;34;0;0;0;10;0;0;0;0;0;11;1;0;0.02;1;;
;;23478;beef ground 97 ln meat  3 fat patty ckd brld;153;26;2;4;0;0;0;5;3;23;208;353;64;6;0;0;22;0;0;0;6;0;7;2;3;0.12;0;;
;;6179;sauce fish ready-to-serve;35;5;0;0;4;0;4;43;1;175;7;288;7851;0;0;0;9;1;0;0;2;0;51;0;4;0;0;;
;;17446;"lamb aus imp frsh leg trotter off bone-in ln 18"" fat raw";131;23;2;4;0;0;0;3;2;23;167;238;77;3;0;0;7;0;0;0;7;0;0;2;3;0.13;0;;
;;12539;sunflower sd krnls tstd wsalt;619;17;6;57;21;12;0;57;7;129;1158;491;613;5;2;2;62;1;0;0;4;1;238;0;0;0;0;;
;;9322;tamarinds raw;239;3;0;1;63;5;39;74;3;92;113;628;28;0;0;0;1;4;0;0;2;0;14;0;2;0.1;0;;
;;A021;wheat  bulgur ;352;11;0;1;69;9;1;27;4;116;245;330;2;2;0;2;11;0;0;0;2;0;26;0;1;0.21;0;;
;;8682;cereals rte general mills multi grain cheerios pnut butter;390;7;1;6;82;6;33;357;29;57;214;297;447;13;0;0;0;21;1;2;18;2;0;5;0;0;4;;
;;28177;kellogg's pop-tarts frstd wild strawberry toaster pastries;391;4;3;10;72;1;31;0;4;6;47;53;333;0;0;0;0;0;0;0;4;0;0;0;300;0;0;;
;;28078;keebler fudge shoppe mint creme middles choc graham cookies;516;4;16;27;65;3;39;0;2;41;83;221;283;1;0;0;0;0;0;0;2;0;0;0;0;0;0;;
;;43566;snacks tortilla chips lt (baked w less oil);465;9;3;15;73;6;1;159;2;97;318;272;564;1;0;0;16;0;0;0;0;0;16;0;4;3.53;0;;
;;18451;cake pound commly prep fat-free;283;5;0;1;61;1;34;43;2;10;146;110;341;0;0;0;5;0;0;0;1;0;4;0;29;0.01;0;;
;;28091;keebler fudge shoppe fudge stripes oatmeal;478;6;15;24;66;7;33;0;1;13;72;252;367;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
;;P072;shark;95;22;0;1;0;0;0;8;0;32.58;263;372;64;0;0;0;29;0;0;0;3;110;857;0;0;0.78;0;;
;;28007;kellogg's eggo wafflers brown sugar cinn roll;331;5;3;12;52;1;21;293;6;13;263;71;672;0;0;0;0;0;0;0;5;1;0;2;395;0;0;;
;;17270;veal breast fat ckd;521;9;21;53;0;0;0;6;0;10;102;181;49;1;0;0;6;0;0;0;3;0;5;1;0;0;0;;
;;13399;"beef rnd bttm rnd rst ln  fat 0"" fat all grds ckd rstd";187;27;3;8;0;0;0;7;2;18;171;223;36;5;0;0;28;0;0;0;5;0;9;2;0;0.38;0;;
;;16392;peanuts spanish oil-roasted wosalt;579;28;8;49;17;9;0;100;2;168;387;776;6;2;1;2;8;0;0;0;15;0;126;0;0;0;0;;
;;16424;soy sau made from soywheat (shoyu) lo na;57;9;0;0;6;1;1;30;1;69;166;352;3598;1;0;1;1;0;0;0;1;0;44;0;0;0.41;0;;
;;19122;puddings banana dry mix reg prep w 2 milk;101;3;1;2;18;0;0;109;0;13;83;137;164;0;0;0;2;1;0;0;0;0;4;0;50;0;1;;
;;2034;poultry seasoning;307;10;3;8;66;11;2;996;35;224;171;684;27;3;1;7;7;12;0;0;3;1;138;0;132;1.32;0;;
;;L004;khoa;316;16;13;21;17;0;16;602;2;58.53;476;536;48;2;0;0;45;0;0;0;0;0;94;0;1;0.03;0;;
;;11231;jute potherb raw;34;5;0;0;6;0;0;208;5;64;83;559;8;1;0;0;1;37;0;1;1;1;123;0;278;0;0;;
;;28339;bread gluten-free whl grain tapioca starch  brown rice flr;309;7;0;9;49;5;10;60;1;31;77;123;510;1;0;1;0;0;0;0;1;0;0;0;0;0;0;;
;;43112;beans chili barbecue ranch style ckd;97;5;0;1;17;4;5;31;2;45;154;450;725;2;0;0;1;2;0;0;0;0;26;0;1;0.21;0;;
;;15170;oyster eastern canned;68;7;1;2;4;0;0;45;7;54;139;229;112;91;4;0;36;5;0;0;1;0;9;19;90;0.85;0;;
;;13419;"beef rnd eye of rnd rst bnless ln 0"" fat choic ckd rstd";166;30;1;4;0;0;0;16;2;15;280;411;66;4;0;0;29;0;0;0;9;1;5;2;2;0.34;0;;
;;11717;lima bns immat seeds frz fordhook ckd bld drnd wsalt;103;6;0;0;19;5;1;30;2;42;97;304;289;1;0;1;1;13;0;0;1;0;21;0;10;0.29;0;;
;;8124;cereals quaker inst oatmeal appls  cinn dry;366;9;1;5;77;8;29;243;9;87;294;327;454;2;0;0;0;1;1;1;12;1;0;0;0;0.42;0;;
;;5033;chicken broilers or fryers lt meat meatskn ckd stwd;201;26;3;10;0;0;0;13;1;20;146;167;63;1;0;0;21;0;0;0;7;0;3;0;29;0;0;;
;;35231;sea lion steller fat (alaska native);850;1;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;;
;;20038;oats;389;17;1;7;66;11;0;54;5;177;523;429;2;4;1;5;0;0;1;0;1;0;56;0;0;0;0;;
;;21500;kashi pizza mushroom trio  spinach frz unprep;222;13;4;8;25;4;2;182;1;0;115;167;587;1;0;0;0;5;0;0;0;0;15;0;0;0;0;;
;;8691;cereals quaker oatmeal real medleys smmr berry dry;353;11;1;4;73;9;20;124;3;113;358;445;354;3;0;0;0;9;0;0;2;0;39;0;0;0.47;0;;
;;35193;agave ckd (southwest);135;1;0;0;32;11;21;460;4;39;9;59;13;0;0;0;0;0;0;0;0;0;3;0;6;0.36;0;;
;;16100;peanut flour low fat;428;34;3;22;31;16;0;130;5;48;508;1358;1;6;2;4;7;0;0;0;11;0;133;0;0;0;0;;
;;25034;snacks granola bar kashi golean crunchy mxd flavors;393;18;5;9;60;6;27;434;5;86;263;300;486;5;1;1;6;19;0;0;2;1;144;3;50;10.27;0;;
;;11117;cabbage chinese (pak-choi) ckd bld drnd wosalt;12;2;0;0;2;1;1;93;1;11;29;371;34;0;0;0;0;26;0;0;0;0;41;0;212;0.09;0;;
;;10856;hormel always tender bnless pork loin frsh pork;145;19;3;7;1;0;0;4;1;21;0;310;358;2;0;0;0;1;0;0;0;0;0;0;0;0;0;;
;;17115;veal rib ln ckd rstd;177;26;2;7;0;0;0;12;1;24;207;311;97;4;0;0;11;0;0;0;8;0;14;2;0;0.36;0;;
;;13329;beef var meatsby-products lungs ckd brsd;120;20;1;4;0;0;0;11;5;10;178;173;101;2;0;0;50;33;0;0;2;0;8;3;12;0;0;;
;;36632;carrabba's italian grill spaghetti w meat sau;122;6;1;4;16;2;2;15;1;15;58;187;270;1;0;0;10;1;0;0;2;0;0;0;14;0.68;0;;
;;28168;kellogg's pop-tarts frstd confetti cake toaster pastries;375;4;3;7;73;1;29;209;5;8;120;55;460;0;0;0;0;0;0;0;5;1;0;0;355;0;0;;
;;13809;"beef chuck arm pot rst lnfat 18""fat all grds raw";244;19;7;18;0;0;0;17;2;19;174;290;62;5;0;0;20;0;0;0;4;0;10;2;0;0.4;0;;
;;23452;beef nz imp chuck eye roll ln  fat ckd brsd;252;30;5;15;0;0;0;7;3;18;149;183;37;7;0;0;2;0;0;0;2;0;0;2;11;0.82;0;;
;;11802;new zealand spinach ckd bld drnd wsalt;12;1;0;0;2;1;0;48;1;32;22;102;343;0;0;1;1;16;0;0;0;0;8;0;0;1.23;0;;
;;14152;alcoholic bev wine table red burgundy;86;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;3964;babyfood fort crl bar fruit filling;344;5;0;5;69;2;42;1053;13;19;247;180;157;1;0;0;14;2;1;1;12;1;17;0;14;0.9;0;;
;;9501;apples raw golden delicious w skn;57;0;0;0;14;2;10;6;0;5;10;100;2;0;0;0;0;0;0;0;0;0;3;0;3;0.18;0;;
;;4575;fat turkey;900;0;29;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9;5;;
;;11587;vinespinach (basella) raw;19;2;0;0;3;0;0;109;1;65;52;510;24;0;0;1;1;102;0;0;1;0;140;0;400;0;0;;
;;23373;"beef loin tenderloin steak bnless ln 0"" fat choic raw";143;22;2;6;0;0;0;13;3;12;212;284;45;3;0;0;20;0;0;0;5;1;3;3;0;0.24;0;;
;;10166;pork cured fat (from hamarm picnic) unhtd;579;6;23;61;0;0;0;5;0;6;98;105;505;1;0;0;5;0;0;0;2;0;1;0;0;0;0;;
;;23;sheep  spleen;92;16;2;3;0;0;0;11;53;17.23;266;327;51;2;0;0;65;0;0;0;5;0;3;0;0;0.1;0;;
;;7936;bologna  pork  turkey  lite;211;13;5;16;3;0;0;48;1;17;94;138;716;1;0;0;6;0;0;0;3;0;18;0;1;0;0;;
;;21244;wendy's homestyle chick fillet sndwch;214;14;2;8;22;1;0;23;2;24;161;228;401;1;0;0;24;0;0;0;3;0;0;0;0;0;0;;
;;P058;pranel;97;20;1;2;0;0;0;22;0;26.26;166;251;52;1;0;0;63;0;0;0;3;120;1251;0;0;0.82;0;;
;;16542;morningstar farms brkfst bacon strips frz unprep;346;12;4;27;14;5;1;42;4;0;285;97;1463;1;0;0;0;0;10;0;9;1;0;3;0;0;0;;
;;11759;carrots cnd no salt  drnd sol;25;1;0;0;6;2;2;25;1;8;24;179;42;0;0;0;0;3;0;0;1;0;9;0;558;0.74;0;;
;;21472;fast foods fried chick wing meat  skn  breading;310;21;5;20;11;0;0;67;1;24;220;262;867;1;0;0;28;0;0;0;6;0;8;0;16;0.74;0;;
;;31027;potatoes yel fleshed french fr frz unprep;162;2;1;6;25;2;0;9;0;0;0;447;300;0;0;0;0;11;0;0;0;0;0;0;0;0;0;;
;;14217;beverages ocean spray cran grape;54;0;0;0;13;1;13;3;0;1;2;11;19;0;0;0;0;28;0;0;0;0;0;0;1;0;0;;
;;9415;pears raw grn anjou;66;0;0;0;16;3;10;11;0;7;13;127;1;0;0;0;0;4;0;0;0;0;9;0;1;0.12;0;;
;;21429;kfc fried chick ex crispy skn  breading;464;11;8;37;23;2;0;41;1;18;149;170;828;1;1;0;12;0;0;0;3;0;0;0;35;0;0;;
;;8689;cereals quaker oatmeal real medleys blueberry hazelnut dry;386;10;2;10;69;8;19;64;3;98;287;317;337;2;0;0;0;3;0;0;2;0;34;0;0;0.45;0;;
;;14148;beverages carb cola reg;42;0;0;0;10;0;10;1;0;0;9;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;1136;egg white dried pdr stabilized glucose red;376;82;0;0;4;0;0;89;0;72;89;1116;1238;0;0;0;125;0;0;2;1;0;96;1;0;0;0;;
;;9052;blueberries cnd hvy syrup solliquids;88;1;0;0;22;2;20;5;0;4;10;40;3;0;0;0;0;1;0;0;0;0;2;0;2;0.38;0;;
;;17348;"game meat deer top rnd ln 1"" steak ckd brld";152;31;1;2;0;0;0;4;4;30;272;377;45;4;0;0;11;0;0;1;8;1;10;2;0;0.64;0;;
;;13985;"bf loin bttm sirloin butt tri-tip ln 0"" fat all grd ckd rstd";182;27;3;8;0;0;0;17;2;23;211;340;55;5;0;0;31;0;0;0;8;1;9;2;0;0.38;0;;
;;1084;milk lowfat fluid 1 milkfat prot fort w added vit a  d;48;4;1;1;6;0;0;142;0;16;111;180;58;0;0;0;3;1;0;0;0;0;6;0;61;0;1;;
;;3013;babyfood meat chick jr;146;14;2;10;0;0;0;55;1;11;90;122;49;1;0;0;10;2;0;0;3;0;11;0;11;0.4;0;;
;;13379;"beef chuck blade rst lnfat 0""fat all grds ckd brsd";334;27;10;24;0;0;0;13;3;20;205;236;65;9;0;0;25;0;0;0;2;0;5;2;0;0.2;0;;
;;9252;pears raw;57;0;0;0;15;3;10;9;0;7;12;116;1;0;0;0;0;4;0;0;0;0;7;0;1;0.12;0;;
;;15024;drum freshwater raw;119;18;1;5;0;0;0;60;1;30;180;275;75;1;0;1;13;1;0;0;2;0;15;2;51;0;0;;
;;1190;kraft free singles american nonfat past process chs product;148;23;1;1;12;0;7;712;0;0;923;236;1298;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;9209;orange juc chilled incl from conc;49;1;0;0;12;0;8;11;0;11;17;178;2;0;0;0;0;34;0;0;0;0;19;0;2;0.2;0;;
;;10919;pork cured ham  h2o product shank bone-in ln  fat htd rstd;234;18;6;17;1;0;1;8;1;15;193;216;945;2;0;0;37;0;0;0;4;0;1;0;12;0.31;0;;
;;28054;keebler chips deluxe cocnt cookies;530;6;14;29;62;4;28;0;3;28;75;147;293;1;0;0;0;0;0;0;2;0;0;0;0;0;0;;
;;13327;beef  var meatsby-products  liver  ckd  pan-fried;175;27;3;5;5;0;0;6;6;22;485;351;77;5;15;0;33;1;0;3;17;1;260;83;7744;0.46;1;;
;;L003;panner;258;19;9;15;12;0;12;476;1;26.62;330;64;18;3;0;0;23;0;0;0;0;0;93;0;1;0.02;0;;
;;19025;candies honey-combed w pnut butter;486;9;6;20;67;2;63;21;1;66;132;220;174;1;0;1;2;0;0;0;5;0;34;0;0;3.57;0;;
;;20510;noodles egg ckd unenr w salt;138;5;0;2;25;1;0;12;1;21;76;38;165;1;0;0;24;0;0;0;0;0;7;0;6;0.17;0;;
;;16254;silk raspberry soy yogurt;88;2;0;1;18;1;13;176;1;0;0;0;15;0;0;0;0;18;0;0;0;0;0;0;0;0;0;;
;;16106;meat extender;311;42;0;3;35;18;0;204;12;216;639;1902;10;2;0;0;7;0;1;1;22;1;198;6;2;0;0;;
;;11792;kale scotch ckd bld drnd wsalt;28;2;0;0;6;0;0;132;2;57;38;274;281;0;0;0;1;53;0;0;1;0;13;0;100;0;0;;
;;6350;campbell's red  white double noodle in chick broth sop cond;87;2;0;2;16;1;1;0;1;0;0;667;381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;3017;babyfood  meat  turkey sticks  junior;188;14;4;14;1;0;1;83;1;10;120;120;295;2;0;0;14;2;0;0;2;0;11;1;6;0.12;0;;
;;14182;beverages choc syrup prep w whl milk;90;3;2;3;13;0;11;89;0;18;90;145;47;0;0;0;3;0;0;0;0;0;5;0;25;0.05;0;;
;;5346;chicken broilers or fryers wing meat only ckd rotisserie ori;197;28;2;10;0;0;0;32;1;24;264;322;725;2;0;0;51;0;0;0;8;0;7;0;11;0.28;0;;
;;16063;cowpeas common (blkeyes crwdr sthrn) mture ckd bld wosalt;116;8;0;1;21;7;3;24;3;53;156;278;4;1;0;0;3;0;0;0;0;0;208;0;1;0.28;0;;
;;6246;soup crm of onion cnd prep w eq volume milk;75;3;2;4;7;0;0;72;0;9;62;125;405;0;0;0;0;1;0;0;0;0;9;0;21;0;0;;
;;19162;candies whatchamacallit candy bar;494;8;17;24;63;2;49;118;1;28;138;303;299;0;0;0;1;1;0;0;2;0;18;0;38;1.27;0;;
;;6583;soup ramen noodle any flavor dry;440;10;8;18;60;3;2;21;4;25;115;181;1855;1;0;1;23;0;0;0;5;0;45;0;1;2.44;0;;
;;8393;cereals rte kashi golean;311;25;0;2;67;20;17;119;6;101;301;845;177;2;1;3;17;0;0;0;2;0;107;0;5;0.38;0;;
;;23376;"beef loin tenderloin rst bnless ln 0"" fat choic ckd rstd";183;27;3;8;0;0;0;14;3;18;253;350;56;4;0;0;25;0;0;0;5;1;7;4;1;0.3;0;;
;;7964;frankfurter  meat and poultry  cooked  grilled;302;11;8;26;5;0;3;118;1;12;192;387;1079;1;0;0;13;19;0;0;3;0;9;1;32;0.45;1;;
;;15040;herring atlantic ckd dry heat;203;23;3;12;0;0;0;74;1;41;303;419;115;1;0;0;47;1;0;0;4;0;12;13;36;1.37;5;;
;;16069;lentils raw;352;25;0;1;63;11;2;35;7;47;281;677;6;3;1;1;0;5;1;0;3;1;479;0;2;0.49;0;;
;;9023;apricots cnd h2o pk woskn solliquids;22;1;0;0;5;1;0;8;1;9;16;154;11;0;0;0;0;2;0;0;0;0;2;0;91;0;0;;
;;2049;thyme frsh;101;6;0;2;24;14;0;405;17;160;106;609;9;2;1;2;0;160;0;0;2;0;45;0;238;0;0;;
;;21484;"fast fd pizza chain 14"" pizza sausage topping reg crust";280;12;5;12;31;2;3;144;2;24;193;197;633;1;0;0;20;2;0;0;4;0;35;0;68;0.91;0;;
;;1266;cheese swiss nonfat or fat free;127;28;0;0;3;0;1;961;0;36;605;111;1000;4;0;0;13;0;0;0;0;0;6;2;40;0.07;0;;
;;11458;spinach ckd bld drnd wo salt;23;3;0;0;4;2;0;136;4;87;56;466;70;1;0;1;2;10;0;0;0;0;146;0;524;2.08;0;;
;;20420;pasta dry unenr;371;13;0;2;75;3;3;21;1;53;189;223;6;1;0;1;63;0;0;0;2;0;18;0;0;0.11;0;;
;;8603;cereals rte kellogg kellogg's spl k blueberry;363;7;0;2;86;9;27;18;27;55;164;204;481;1;0;0;26;70;2;2;23;2;19;7;745;0;3;;
;;28355;crunchmaster multi-grain crisps snack crackers gluten-free;456;11;2;16;67;8;1;246;3;149;354;339;370;3;1;2;16;0;0;0;5;0;35;0;0;0;0;;
;;14147;beverages carb cola wo caffeine;41;0;0;0;11;0;11;2;0;0;11;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;20033;oat bran raw;246;17;1;7;66;15;1;58;5;235;734;566;4;3;0;6;45;0;1;0;1;0;52;0;0;1.01;0;;
;;28116;keebler 100 cal right bites fudge shoppe cookies 'n creme;471;4;13;19;72;2;40;0;2;32;82;197;423;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;
;;8613;cereals rte kellogg's spl k multigrain oats  honey;362;8;0;2;85;9;26;18;28;78;230;241;494;2;0;0;0;72;2;2;24;2;19;7;0;0;4;;
;;B013;lentil dal;322;24;0;1;53;10;2;44;7;74.69;310;786;10;4;1;1;50;0;0;0;2;0;50;0;1;0.16;0;;
;;18139;cake white prep from recipe wofrstng;357;5;3;12;57;1;35;130;2;12;93;95;327;0;0;0;13;0;0;0;2;0;7;0;15;0.12;0;;
;;19106;candies gumdrops starch jelly pieces;396;0;0;0;99;0;59;3;0;1;1;5;44;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;
;;17441;"lamb aus frsh leg hindshank heel on bone-in ln 18"" fat raw";122;22;1;4;0;0;0;4;2;21;163;227;93;3;0;0;12;0;0;0;6;0;0;2;2;0.31;0;;
;;6174;soup stock fish home-prepared;16;2;0;1;0;0;0;3;0;7;56;144;156;0;0;0;1;0;0;0;1;0;2;1;2;0.17;0;;
;;43312;vegetables mxd (corn lima bns peas grn bns crrt) cnd no salt;37;1;0;0;7;3;2;21;1;15;37;138;26;1;0;0;0;4;0;0;0;0;18;0;583;0.29;0;;
;;18316;pie cocnt custard commly prep;260;6;6;13;30;2;0;81;1;18;122;175;335;1;0;0;6;1;0;0;0;0;4;0;26;0;0;;
;;18547;archway home style cookies  strawberry filled;400;4;5;13;66;2;32;20;2;0;0;118;377;0;0;0;0;0;0;0;2;0;62;0;0;0;0;;
;;28205;mother's macaroon cookies;552;6;18;34;56;4;25;0;2;26;116;152;284;1;0;0;0;0;0;0;2;0;0;0;0;0;0;;
;;22950;supper bakes meal chick w stuffing (chick not included);190;6;1;4;34;2;4;0;0;0;0;0;879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;19811;potato chips pln unsalted;536;7;11;35;53;5;0;24;2;67;165;1275;8;1;0;0;8;31;0;0;4;1;45;0;0;9.11;0;;
;;17114;veal rib ln ckd brsd;218;34;3;8;0;0;0;24;1;26;218;318;99;6;0;0;15;0;0;0;8;0;16;2;0;0.35;0;;
;;18304;pie banana crm prep from recipe;269;4;4;14;33;1;12;75;1;16;92;165;240;0;0;0;9;2;0;0;1;0;11;0;61;0.4;1;;
;;8030;cereals rte kellogg kellogg's froot loops;375;5;2;3;88;9;42;10;16;31;74;117;469;5;0;1;6;52;1;1;17;2;19;5;501;0.15;4;;
;;20141;spelt ckd;127;6;0;1;26;4;0;10;2;49;150;143;5;1;0;1;4;0;0;0;3;0;13;0;0;0.26;0;;
;;21499;kashi pizza rstd veg frz unprep;224;13;3;8;25;4;3;176;1;0;114;181;546;0;0;0;0;12;0;0;0;0;14;0;0;0;0;;
;;19906;sweeteners for baking brown contains sugar  sucralose;388;0;0;0;97;0;46;63;2;10;2;130;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;D078;zucchini  yellow ;19;1;0;0;2;2;0;21;0;10.82;32;131;0;0;0;0;0;17;0;0;0;0;22;0;0;1.48;0;;
;;18490;toaster pastries kellogg kellogg's pop tarts frstd wld berry;390;4;3;10;72;1;32;0;4;6;42;51;315;0;0;0;0;0;0;0;4;0;0;0;289;0;0;;
;;R004;squid  black ;80;16;0;1;0;0;0;23;1;41.99;173;162;179;1;1;0;57;0;0;0;1;236;1233;0;0;0.68;0;;
;;16594;morningstar farms lasagna w veggie sausage frz unprep;96;7;1;2;14;2;2;88;1;0;75;229;208;0;0;0;0;1;0;0;2;0;2;1;0;0;0;;
;;11409;potatoes frz frch fr par fr extruded prep htd oven wosalt;333;4;6;19;40;3;0;12;2;23;96;539;613;0;0;0;1;6;0;0;3;0;22;0;0;0;0;;
;;35084;oil walrus (alaska native);900;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;1221;yogurt vanlem flav nonfat milk w lo-cal swtnr fort wvit d;43;4;0;0;8;0;8;143;0;13;109;177;59;1;0;0;3;1;0;0;0;0;8;0;2;0;1;;
;;3988;inf formula gerber good start protect plus rtf;65;1;1;3;7;0;7;44;1;5;25;71;18;1;0;0;3;10;0;0;1;0;0;0;60;0.59;1;;
;;23261;"beef loin top srln petit rstfilt bnls ln 0"" fat al grds raw";128;23;1;4;0;0;0;5;2;25;222;395;65;5;0;0;26;0;0;0;6;1;4;3;2;0;0;;
;;9065;cherries sour red cnd lt syrup pk solliquids;75;1;0;0;19;1;0;10;1;6;10;95;7;0;0;0;0;2;0;0;0;0;8;0;36;0;0;;
;;8511;cereals malt-o-meal original pln prep w h2o wo salt;48;2;0;0;10;0;0;37;5;2;22;14;0;0;0;0;0;0;0;0;2;0;0;0;0;0.01;0;;
;;23223;"beef plate stk bnls otsde skrt ln  fat 0"" fat sel ckd grild";281;28;7;19;0;0;0;8;5;26;193;280;69;7;0;0;35;0;0;1;5;0;7;7;8;0.08;0;;
;;13420;"beef rnd eye of rnd rst bnless ln 0"" fat sel ckd rstd";157;30;1;3;0;0;0;16;2;14;281;394;63;4;0;0;28;0;0;0;8;1;5;3;3;0.28;0;;
;;5116;chicken roasting giblets ckd simmrd;165;27;2;5;1;0;0;12;6;20;213;160;60;5;0;0;100;7;0;1;4;0;303;8;2443;0;0;;
;;16617;morningstar farms spicy blk bean enchilada entree frz unprep;123;6;2;5;16;3;2;69;1;0;82;167;277;1;0;0;0;0;0;0;1;0;15;1;0;0;0;;
;;16386;peas split mature seeds ckd bld wsalt;116;8;0;0;21;8;3;14;1;36;99;362;238;1;0;0;1;0;0;0;1;0;65;0;0;0.03;0;;
;;16331;beans kidney california red mature seeds ckd bld wsalt;124;9;0;0;22;9;0;66;3;48;137;419;240;1;0;0;1;1;0;0;1;0;74;0;0;0;0;;
;;5339;chicken broiler rotisserie bbq wing meat only;184;28;2;8;1;0;1;32;1;24;264;322;725;2;0;0;51;0;0;0;8;0;7;0;11;0.37;0;;
;;6316;soup healthy choic garden veg soup cnd;51;2;0;0;10;2;2;16;0;0;0;0;195;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
;;1124;egg white raw fresh;52;11;0;0;1;0;1;7;0;11;15;163;166;0;0;0;20;0;0;0;0;0;4;0;0;0;0;;
