;;nutrition;;;;;;;vitamins & minerals;;;;;;;;;;;;;;;;;;;
NDB_No;Descrip;Energy_kcal;Protein_g;Saturated_fats_g;Fat_g;Carb_g;Fiber_g;Sugar_g;Calcium_mg;Iron_mg;Magnesium_mg;Phosphorus_mg;Potassium_mg;Sodium_mg;Zinc_mg;Copper_mcg;Manganese_mg;Selenium_mcg;VitC_mg;Thiamin_mg;Riboflavin_mg;Niacin_mg;VitB6_mg;Folate_mcg;VitB12_mcg;VitA_mcg;VitE_mg;VitD2_mcg
9072;cherries swt cnd juc pk solliquids;54,0000;0,9100;0,0040;0,0200;13,8100;1,5000;12,3100;14,0000;0,5800;12,0000;22,0000;131,0000;3,0000;0,1000;0,0730;0,0610;0,0000;2,5000;0,0180;0,0240;0,4060;0,0300;4,0000;0,0000;6,0000;0.23;0,0000
8249;cereals quaker quaker multigrain oatmeal prep wh2o no salt;61,0000;2,0800;0,0960;0,4700;13,4900;2,2000;0,0000;8,0000;0,5600;22,0000;64,0000;75,0000;3,0000;0,6100;0,0860;0,4820;0,0000;0,0000;0,0530;0,0240;0,6560;0,0440;1,0000;0,0000;0,0000;0,0000;0,0000
F018;yam  ordinary ;83,4110;2,1800;0,0426;0,1700;17,6500;4,0800;1,1500;16,1900;0,7700;30.4;49,4600;463,0000;15,2800;0,3300;0,2300;0,1400;0,5700;13,8800;0,0400;0,0200;0,5600;0,1700;15,6800;0,0000;31,8000;0.39;0,0002
16522;worthington veg steaks cnd unprep;113,0000;20,7000;0,0000;1,2000;5,1000;2,2000;0,5000;6,0000;3,8000;0,0000;77,0000;32,0000;417,0000;1,1000;0,0000;0,0000;0,0000;0,0000;0,7000;0,1000;5,6000;0,3000;0,0000;4,2000;0,0000;0,0000;0,0000
19046;potato chips made fr dried potatoes sour-creamonion-flavor;547,0000;6,6000;9,4700;37,0000;51,3000;1,2000;0,0000;64,0000;1,4000;55,0000;169,0000;496,0000;541,0000;0,7100;0,0630;0,4050;0,0000;9,5000;0,1800;0,1000;2,5000;0,4760;23,0000;0,0000;323,0000;0,0000;0,0000
8684;cereals rte cascadian farm honey nut o's;371,0000;8,3000;0,6000;3,2900;83,0900;8,5000;24,7900;67,0000;2,4000;53,0000;200,0000;250,0000;572,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,2000;0,0000;1,2900;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
7069;salami ckd bfpork;336,0000;21,8500;9,3160;25,9000;2,4000;0,0000;0,9600;15,0000;1,5600;19,0000;191,0000;316,0000;1740,0000;2,9300;0,3570;0,9780;31,3000;0,0000;0,3670;0,3570;6,0530;0,4590;3,0000;1,5200;0,0000;0.22;1,0000
A014;rice  parboiled  milled ;351,5690;7,8100;0,1500;0,5500;77,1600;3,7400;0,6700;8,1100;0,7200;26.72;140,0000;142,0000;3,1600;1,0800;0,2700;0,7900;1,1900;0,0000;0,1700;0,0600;2,5100;0,2200;9,7500;0,0000;0,0000;0.09;0,0000
21290;"little caesars 14"" chs pizza lrg deep dish crust";263,0000;12,6300;4,2370;10,2200;30,1000;1,3000;3,6600;224,0000;2,3100;27,0000;221,0000;160,0000;432,0000;1,5200;0,1160;0,3110;30,0000;0,0000;0,4400;0,2730;2,9670;0,0000;0,0000;0,4300;76,0000;0.81;0,0000
8121;cereals oats reg  quick unenr ckd w h2o wo salt;71,0000;2,5400;0,3100;1,5200;12,0000;1,7000;0,2700;9,0000;0,9000;27,0000;77,0000;70,0000;4,0000;1,0000;0,0740;0,5800;5,4000;0,0000;0,0760;0,0160;0,2250;0,0050;6,0000;0,0000;0,0000;0.08;0,0000
31002;campbell's  tomato juc lo na;21,0000;0,8200;0,0000;0,0000;4,1200;0,8000;2,8800;8,0000;0,1500;0,0000;0,0000;379,0000;58,0000;0,0000;0,0000;0,0000;0,0000;29,6000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
6355;campbell's red  white golden mushroom soup cond;65,0000;1,6100;0,8060;2,8200;8,0600;0,8000;0,8100;0,0000;0,0000;0,0000;0,0000;548,0000;524,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
6127;gravy unspec type dry;344,0000;13,0000;2,8600;8,0000;58,0000;0,0000;0,0000;150,0000;1,0000;45,0000;203,0000;262,0000;5730,0000;1,4000;0,1000;0,4000;6,1000;7,0000;0,2000;0,4320;3,7000;0,1000;14,0000;0,7000;0,0000;0,0000;0,0000
20113;noodles chinese chow mein;475,0000;8,1100;2,2290;15,4300;72,8000;3,7000;5,7100;20,0000;4,7300;52,0000;161,0000;120,0000;1174,0000;1,4000;0,1670;0,0000;43,0000;0,0000;0,5780;0,4210;5,9500;0,1100;22,0000;0,0000;0,0000;2.3;0,0000
5694;turkey dk meat from whl meat only w added soln raw;115,0000;19,2700;1,1240;4,1200;0,1000;0,0000;0,1000;15,0000;0,9000;21,0000;191,0000;226,0000;167,0000;2,6800;0,1060;0,0100;22,4000;0,0000;0,0600;0,2470;5,7450;0,4250;6,0000;2,0500;13,0000;0.12;0,3000
20088;wild rice raw;357,0000;14,7300;0,1560;1,0800;74,9000;6,2000;2,5000;21,0000;1,9600;177,0000;433,0000;427,0000;7,0000;5,9600;0,5240;1,3290;2,8000;0,0000;0,1150;0,2620;6,7330;0,3910;95,0000;0,0000;1,0000;0.82;0,0000
13523;"beef shldr top blade steak bnless ln 0"" fat sel raw";133,0000;20,3900;2,4720;5,7300;0,0000;0,0000;0,0000;12,0000;2,5100;20,0000;211,0000;346,0000;87,0000;7,9000;0,0990;0,0110;23,8000;0,0000;0,1100;0,2800;4,1500;0,3920;3,0000;4,4200;2,0000;0.2;0,1000
8462;cereals rte kashi organic promise autumn wheat;338,0000;12,0000;0,3000;1,4000;79,0000;11,2000;12,4000;29,0000;3,1000;81,0000;225,0000;342,0000;4,0000;1,5000;0,4130;0,0000;67,3000;0,0000;0,3640;0,1090;5,2000;0,2850;36,0000;0,0000;0,0000;0.96;0,0000
18321;pie lemon meringue prep from recipe;285,0000;3,8000;3,1850;12,9000;39,1000;0,0000;0,0000;12,0000;1,0000;6,0000;42,0000;65,0000;242,0000;0,2800;0,0420;0,1280;11,6000;3,3000;0,1180;0,1590;0,9440;0,0270;9,0000;0,1200;43,0000;0,0000;0,0000
E010;banana  ripe  poovam ;106,3550;1,4900;0,1130;0,3500;23,4100;2,3300;12,5400;8,7300;0,3500;43.79;33,6300;335,0000;1,0000;0,1700;0,1000;0,3000;0,0000;6,7400;0,0100;0,0300;0,4300;0,5000;19,9500;0,0000;0,0000;0.08;0,0002
15132;whiting mixed species raw;90,0000;18,3100;0,2470;1,3100;0,0000;0,0000;0,0000;48,0000;0,3400;21,0000;222,0000;249,0000;72,0000;0,8800;0,0310;0,1040;32,1000;0,0000;0,0560;0,0460;1,3000;0,1560;13,0000;2,3000;30,0000;0.3;1,4000
23157;"beef rib eye steak bone-in lip-on ln 18"" fat choic ckd grld";229,0000;27,0300;4,8970;13,4400;0,0000;0,0000;0,0000;22,0000;2,6100;25,0000;184,0000;276,0000;67,0000;6,0000;0,0830;0,0830;28,3000;0,0000;0,1000;0,3370;5,6750;0,5300;7,0000;2,2100;1,0000;0.1;0,1000
18172;cookies gingersnaps;416,0000;5,6000;2,4510;9,8000;76,9000;2,2000;19,9200;77,0000;6,4000;49,0000;83,0000;346,0000;501,0000;0,5500;0,3050;1,5550;5,1000;0,0000;0,2000;0,2930;3,2350;0,0980;6,0000;0,0000;0,0000;0.97;0,0000
35016;fish blackfish whl (alaska native);82,0000;15,5000;0,0000;1,7500;0,0000;0,0000;0,0000;236,0000;4,6000;0,0000;287,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0100;0,3700;1,9000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
21365;mcdonald's hotcakes (with 2 pats margarine  syrup);272,0000;4,0500;0,8180;8,0600;46,0800;9,0000;20,5800;57,0000;1,2800;13,0000;177,0000;125,0000;283,0000;0,2900;0,0660;0,1710;;0,0000;0,2020;0,1800;1,4640;0,0520;0,0000;0,0100;0,0000;0,0000;0,0000
14427;bev orange drk brkfst type w juc  pulp frz conc pre w h2o;45,0000;0,1200;0,0010;0,0000;11,3200;0,0000;11,0500;118,0000;0,0800;11,0000;33,0000;167,0000;10,0000;0,0400;0,1000;0,0140;0,0000;55,1000;0,1050;1,0420;0,2530;0,0710;0,0000;0,0000;0,0000;0.02;0,0000
13502;"beef shldr top blade steak bnless ln 0"" fat sel ckd grilled";187,0000;27,9600;3,4510;8,3400;0,0000;0,0000;0,0000;14,0000;3,0700;24,0000;228,0000;394,0000;89,0000;9,8800;0,1130;0,0160;32,3000;0,0000;0,1000;0,3100;4,5100;0,3990;7,0000;5,3500;2,0000;0.12;0,1000
23459;beef nz imp flank ln  fat raw;161,0000;20,1200;3,2920;8,9000;0,0000;0,0000;0,0000;4,0000;1,5300;19,0000;171,0000;323,0000;46,0000;4,1900;0,0440;0,0060;3,4000;0,0000;0,0350;0,0800;4,5940;0,2000;0,0000;1,5100;8,0000;0.33;0,1000
18355;sweet rolls cheese;360,0000;7,1000;6,0590;18,3000;43,7000;1,2000;0,0000;118,0000;0,7600;19,0000;98,0000;137,0000;357,0000;0,6300;0,0950;0,2100;11,9000;0,2000;0,1500;0,1300;0,8300;0,0690;31,0000;0,3000;0,0000;0,0000;0,0000
3167;babyfood apple-banana juc;51,0000;0,2000;0,0180;0,1000;12,3000;0,2000;11,0000;7,0000;0,2000;6,0000;8,0000;123,0000;4,0000;0,0400;0,0200;0,0800;0,3000;27,9000;0,0100;0,0100;0,1400;0,0600;1,0000;0,0000;0,0000;0.02;0,0000
14636;beverages fruit juc drk red sugar w vitamin e added;39,0000;0,0000;0,0080;0,0700;10,0000;0,0000;9,0000;5,0000;0,0400;2,0000;1,0000;11,0000;2,0000;0,0200;0,0000;0,0110;0,2000;0,0000;0,0000;0,0000;0,0150;0,0000;1,0000;0,0000;0,0000;0.68;0,0000
3092;babyfood veg grn bns jr;24,0000;1,2000;0,0230;0,1000;5,8000;1,9000;1,0800;65,0000;1,0800;22,0000;19,0000;128,0000;5,0000;0,1900;0,0490;0,0000;0,3000;8,4000;0,0210;0,1020;0,3210;0,0350;33,0000;0,0000;24,0000;0.32;0,0000
7900;turkey pork bf sausage lofat smoked;101,0000;8,0000;0,8500;2,5000;11,5400;0,6000;0,0000;10,0000;2,2000;16,0000;74,0000;243,0000;796,0000;1,2000;0,1340;0,0000;24,6000;1,9000;0,1300;0,0800;1,5500;0,1000;6,0000;0,2800;0,0000;0.09;0,1000
9006;apples raw wo skn ckd microwave;56,0000;0,2800;0,0680;0,4200;14,4100;2,8000;11,6100;5,0000;0,1700;3,0000;8,0000;93,0000;1,0000;0,0400;0,0460;0,1420;0,3000;0,3000;0,0170;0,0110;0,0610;0,0460;1,0000;0,0000;2,0000;0.05;0,0000
5681;chicken dk meat thigh meat only w added soln ckd brsd;164,0000;23,0000;2,0400;7,9600;0,0000;0,0000;0,0000;12,0000;1,0700;24,0000;203,0000;290,0000;197,0000;1,8600;0,0520;0,0170;27,2000;0,0000;0,0800;0,1400;6,3300;0,3080;4,0000;0,3400;8,0000;0.24;0,3000
3226;babyfood dssrt fruit pudd orange str;80,0000;1,1000;0,5450;0,9000;17,7000;0,6000;0,0000;32,0000;0,1000;5,0000;28,0000;86,0000;20,0000;0,1700;0,0500;0,0000;0,6000;9,1000;0,0400;0,0570;0,1190;0,0270;8,0000;0,0100;6,0000;0,0000;0,0000
28120;keebler 100 cal right bites fudge shoppe mini mints grasshop;456,0000;5,2000;10,3000;15,4000;75,0000;2,9000;34,5000;0,0000;0,0000;28,0000;93,0000;408,0000;343,0000;0,4000;0,0000;0,0000;0,0000;0,0000;0,3800;0,2300;2,4000;0,0100;0,0000;0,0000;0,0000;0,0000;0,0000
19873;froz novelties ice type sugar free ornge chry  grp popsicle;21,0000;0,0000;0,0000;0,0000;5,1400;0,0000;1,5200;0,0000;0,6700;1,0000;0,0000;11,0000;10,0000;0,4700;0,0000;0,0000;0,0000;10,4000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
4662;oil industrial palm  palm kernel filling fat (non-hydrog);880,0000;0,0000;71,4440;99,5000;0,0000;0,0000;0,0000;1,0000;0,1500;0,0000;0,0000;4,0000;6,0000;0,0400;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3.81;0,0000
5139;duck domesticated meatskn raw;404,0000;11,4900;13,2200;39,3400;0,0000;0,0000;0,0000;11,0000;2,4000;15,0000;139,0000;209,0000;63,0000;1,3600;0,2360;0,0170;12,4000;2,8000;0,1970;0,2100;3,9340;0,1900;13,0000;0,2500;50,0000;0.7;0,7000
10184;pork cured ham ex lnreg cnd unhtd;144,0000;17,9700;2,4500;7,4600;0,0000;0,0000;0,0000;6,0000;0,9000;16,0000;207,0000;334,0000;1276,0000;1,8400;0,0780;0,0240;22,1000;0,0000;0,8790;0,2300;4,5850;0,4600;6,0000;0,8000;0,0000;0.19;0,6000
21145;"school lunch pizza big daddy's ls 16"" 51 whl chs pizza frz";243,0000;13,8900;4,1400;8,8100;27,1000;2,7000;4,7700;183,0000;2,5000;38,0000;270,0000;288,0000;400,0000;1,7400;0,0000;0,0000;0,0000;0,4000;0,2300;0,1700;3,0800;0,0990;0,0000;2,0000;0,0000;0,0000;0,0000
5006;chicken broilers or fryers meat  skn raw;215,0000;18,6000;4,3100;15,0600;0,0000;0,0000;0,0000;11,0000;0,9000;20,0000;147,0000;189,0000;70,0000;1,3100;0,0480;0,0190;14,4000;1,6000;0,0600;0,1200;6,8010;0,3500;6,0000;0,3100;41,0000;0.3;0,2000
4058;oil sesame salad or cooking;884,0000;0,0000;14,2000;100,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1.4;0,0000
8347;cereals rte malt-o-meal berry colossal crunch;396,0000;4,1900;1,2140;4,1700;86,5500;1,8000;41,6600;33,0000;30,0000;11,0000;75,0000;109,0000;633,0000;12,5000;0,1200;0,0000;8,0000;20,0000;1,2500;1,4100;16,6700;1,6600;19,0000;5,0000;83,0000;0.5;3,3000
6009;soup bf noodle cnd cond;67,0000;3,8500;0,9100;2,4600;7,1600;0,6000;2,0600;12,0000;0,8800;5,0000;37,0000;79,0000;653,0000;1,2300;0,1100;0,2180;5,9000;0,3000;0,0550;0,0470;0,8490;0,0300;4,0000;0,1600;11,0000;1,0000;0,0000
H006;coconut  kernal  dry ;624,0290;7,2700;43,1380;63,2600;8,0100;15,8800;6,9300;32,0000;3,1300;97.21;203,0000;739,0000;16,6800;1,4100;0,9000;1,6100;25,2500;0,0000;0,0400;0,0400;0,7100;0,1500;24,2700;0,0000;0,0000;6.06;0,0000
36033;restaurant family style fish fillet battered or bread fried;219,0000;13,4900;1,8760;10,7900;16,8900;0,9000;0,4500;14,0000;0,3800;23,0000;207,0000;251,0000;561,0000;0,3900;0,0440;0,1290;17,5000;0,0000;0,0600;0,0960;2,4750;0,2310;17,0000;1,1700;3,0000;0.94;0,4000
14209;beverages coffee brewed prep w tap h2o;1,0000;0,1200;0,0020;0,0200;0,0000;0,0000;0,0000;2,0000;0,0100;3,0000;3,0000;49,0000;2,0000;0,0200;0,0020;0,0230;0,0000;0,0000;0,0140;0,0760;0,1910;0,0010;2,0000;0,0000;0,0000;0.01;0,0000
1154;milk dry nonfat reg w added vit a  vitamin d;362,0000;36,1600;0,4990;0,7700;51,9800;0,0000;51,9800;1257,0000;0,3200;110,0000;968,0000;1794,0000;535,0000;4,0800;0,0410;0,0200;27,3000;6,8000;0,4150;1,5500;0,9510;0,3610;50,0000;4,0300;653,0000;0,0000;11,0000
5060;chicken broilers or fryers breast meatskn ckd rstd;197,0000;29,8000;2,1900;7,7800;0,0000;0,0000;0,0000;14,0000;1,0700;27,0000;214,0000;245,0000;71,0000;1,0200;0,0500;0,0180;24,7000;0,0000;0,0660;0,1190;12,7100;0,5600;4,0000;0,3200;28,0000;0.27;0,1000
10011;pork frsh leg (ham) whl ln ckd rstd;211,0000;29,4100;3,3000;9,4400;0,0000;0,0000;0,0000;7,0000;1,1200;25,0000;281,0000;373,0000;64,0000;3,2600;0,1080;0,0370;49,9000;0,4000;0,6900;0,3490;4,9350;0,4500;12,0000;0,7200;3,0000;0.26;0,9000
6982;soup ramen noodle bf flavor dry;441,0000;10,0600;8,1580;17,7300;60,3400;3,0000;1,9900;21,0000;3,9300;25,0000;115,0000;177,0000;1727,0000;0,6100;0,1220;0,6440;19,6000;0,6000;0,4790;0,2580;5,1390;0,0370;0,0000;0,0000;0,0000;2.49;0,0000
3005;babyfood meat veal str;81,0000;13,1200;1,0630;2,4500;1,5100;0,0000;0,0000;6,0000;0,7600;11,0000;98,0000;170,0000;39,0000;2,5000;0,1480;0,0370;3,5000;0,0000;0,0230;0,1160;2,8500;0,0490;5,0000;1,6500;0,0000;0.28;0,7000
20073;wheat soft red winter;331,0000;10,3500;0,2890;1,5600;74,2400;12,5000;0,4100;27,0000;3,2100;126,0000;493,0000;397,0000;2,0000;2,6300;0,4500;4,3910;0,0000;0,0000;0,3940;0,0960;4,8000;0,2720;41,0000;0,0000;0,0000;1.01;0,0000
21275;"pizza hut 12"" pepperoni pizza pan crust";298,0000;11,9700;5,2710;14,2100;30,4900;1,8000;3,2000;146,0000;2,1400;22,0000;205,0000;199,0000;692,0000;1,5400;0,1050;0,3610;20,6000;0,0000;0,2870;0,2540;3,8400;0,1400;0,0000;0,6400;47,0000;0.78;0,0000
11110;cabbage ckd bld drnd wosalt;23,0000;1,2700;0,0000;0,0600;5,5100;1,9000;2,7900;48,0000;0,1700;15,0000;33,0000;196,0000;8,0000;0,2000;0,0170;0,2050;0,6000;37,5000;0,0610;0,0380;0,2480;0,1120;30,0000;0,0000;4,0000;0.14;0,0000
28178;kellogg's pop-tarts ice crm shoppe frstd hot fudge sundae to;391,0000;4,4000;3,9000;10,8000;69,8000;3,3000;24,7000;200,0000;3,6000;0,0000;45,0000;125,0000;399,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3000;0,3400;4,2000;0,4000;0,0000;0,0000;300,0000;0,0000;0,0000
14602;alcoholic bev wine table red merlot;83,0000;0,0700;0,0000;0,0000;2,5100;0,0000;0,6200;8,0000;0,4600;12,0000;23,0000;127,0000;4,0000;0,1400;0,0110;0,1320;0,2000;0,0000;0,0050;0,0310;0,2240;0,0570;1,0000;0,0000;0,0000;0,0000;0,0000
10219;pork fresh ground raw;263,0000;16,8800;7,8700;21,1900;0,0000;0,0000;0,0000;14,0000;0,8800;19,0000;175,0000;287,0000;56,0000;2,2000;0,0450;0,0100;24,6000;0,7000;0,7320;0,2350;4,3380;0,3830;5,0000;0,7000;2,0000;0,0000;0,0000
28109;keebler iced oatmeal cookies;467,0000;6,5000;5,8000;18,3000;69,5000;4,1000;35,6000;0,0000;1,9000;5,0000;26,0000;112,0000;297,0000;0,2000;0,0000;0,0000;0,0000;0,0000;0,2600;0,1500;1,6000;0,0100;0,0000;0,0000;0,0000;0,0000;0,0000
3966;inf formula nestle good start soy w dha  ara liq conc;132,0000;3,3100;2,8970;6,6700;14,7100;0,0000;11,7400;139,0000;2,3800;15,0000;84,0000;154,0000;53,0000;1,1900;0,1060;0,0000;4,0000;15,9000;0,0790;0,1250;1,7840;0,0800;0,0000;0,4000;119,0000;1.94;2,0000
11225;hyacinth-beans immat seeds ckd bld drnd wosalt;50,0000;2,9500;0,1190;0,2700;9,2000;0,0000;0,0000;41,0000;0,7600;42,0000;49,0000;262,0000;2,0000;0,3800;0,0480;0,2100;1,6000;5,1000;0,0560;0,0880;0,4800;0,0230;47,0000;0,0000;7,0000;0,0000;0,0000
8211;cereals rte quaker honey graham oh!s;412,0000;3,9200;5,7090;7,6300;83,6500;2,1000;43,2300;11,0000;19,5200;43,0000;133,0000;167,0000;679,0000;5,9900;0,0900;0,0000;7,8000;36,4000;1,0490;0,5720;4,3340;0,3210;19,0000;0,0000;436,0000;5.39;0,0000
10002;pork frsh comp of rtl cuts (leg loin shldr) ln raw;134,0000;21,2000;1,6250;4,8600;0,0000;0,0000;0,0000;13,0000;0,8200;24,0000;216,0000;363,0000;59,0000;2,2100;0,0750;0,0110;33,5000;0,2000;0,6420;0,2540;5,5730;0,6440;2,0000;0,6400;1,0000;0.17;0,5000
8469;cereals rte kellogg's red sugar frstd flakes crl;357,0000;5,5900;0,1000;0,4000;87,3000;10,1000;23,8900;5,0000;15,0000;29,0000;72,0000;126,0000;528,0000;0,6900;0,2440;0,1160;8,9000;20,0000;1,2500;1,4100;16,7000;1,6600;19,0000;5,0000;481,0000;0.08;3,3000
19250;candies hershey kit kat big kat bar;520,0000;6,2400;17,9900;27,8400;63,6400;1,9000;53,9600;138,0000;0,8400;2,0000;112,0000;294,0000;64,0000;0,0700;0,0100;0,0000;0,0000;1,3000;0,0500;0,1700;0,1800;0,0000;3,0000;0,0000;0,0000;0,0000;0,0000
1182;usda commodity chs cheddar red fat;282,0000;27,2000;11,5800;18,3000;2,0000;0,0000;0,5800;905,0000;0,1300;35,0000;583,0000;93,0000;725,0000;4,3000;0,0210;0,0000;15,5000;0,0000;0,0300;0,3000;0,0600;0,0840;20,0000;1,6600;150,0000;0.16;0,3000
20025;cornmeal yel self-rising degermed enr;355,0000;8,4100;0,2340;1,7200;74,7900;7,1000;0,0000;350,0000;4,7300;49,0000;623,0000;170,0000;1348,0000;1,0000;0,1300;0,1050;0,0000;0,0000;0,6780;0,3870;4,5660;0,3900;31,0000;0,0000;11,0000;0,0000;0,0000
1297;yogurt greek vanilla lowfat;95,0000;8,6400;1,4650;2,5000;9,5400;0,0000;9,5400;100,0000;0,0400;10,0000;119,0000;123,0000;40,0000;0,4600;0,0180;0,0080;9,7000;0,0000;0,0380;0,2400;0,2010;0,0500;9,0000;0,6400;110,0000;0.02;0,9000
13973;"beef chk eye rst bnl america's bf rst ln 0"" fat choic raw";139,0000;20,6700;2,3540;6,2100;0,0000;0,0000;0,0000;17,0000;2,1800;21,0000;201,0000;332,0000;85,0000;8,2500;0,0630;0,0110;21,8000;0,0000;0,0600;0,1570;4,5930;0,3830;3,0000;2,9100;2,0000;0.23;0,1000
14610;beverages v8 splash juc drinks diet tropical blend;4,0000;0,0000;0,0000;0,0000;1,2600;0,0000;0,4200;0,0000;0,0000;0,0000;0,0000;34,0000;15,0000;0,0000;0,0000;0,0000;0,0000;25,2000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1.13;0,0000
11914;corn swt white frz krnls on cob ckd bld drnd wosalt;94,0000;3,1100;0,1140;0,7400;22,3300;2,1000;0,0000;3,0000;0,6100;29,0000;75,0000;251,0000;4,0000;0,6300;0,0460;0,1420;0,7000;4,8000;0,1740;0,0690;1,5170;0,2240;31,0000;0,0000;0,0000;0,0000;0,0000
16326;beans great northern mature seeds cnd lo na;114,0000;7,3700;0,1200;0,3900;21,0200;4,9000;1,4100;53,0000;1,5700;51,0000;136,0000;351,0000;177,0000;0,6500;0,1600;0,4080;4,1000;1,3000;0,1430;0,0600;0,4610;0,1060;81,0000;0,0000;0,0000;0.79;0,0000
6250;campbell's  chnky micro bowl new engl clm chow rts;82,0000;2,4500;1,0200;4,9000;6,9400;1,2000;0,4100;33,0000;0,7300;0,0000;0,0000;0,0000;355,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
9214;orange juc frz conc unswtnd undil;148,0000;2,4000;0,0590;0,2500;35,1900;1,0000;29,6800;38,0000;0,3300;35,0000;61,0000;629,0000;7,0000;0,1600;0,0590;0,1160;0,4000;144,8000;0,2750;0,1750;1,0930;0,2600;77,0000;0,0000;13,0000;0.6;0,0000
15029;flatfish (floundersole sp) ckd dry heat;86,0000;15,2400;0,5420;2,3700;0,0000;0,0000;0,0000;25,0000;0,2300;22,0000;309,0000;197,0000;363,0000;0,3900;0,0230;0,0170;32,6000;0,0000;0,0260;0,0250;1,2780;0,1150;6,0000;1,3100;12,0000;0.77;3,5000
19228;frostings crm cheese-flavor rte;415,0000;0,1000;4,5450;17,3000;67,3200;0,0000;63,5400;3,0000;0,1600;2,0000;3,0000;35,0000;191,0000;0,0200;0,0200;0,0130;0,5000;0,0000;0,0000;0,0060;0,0110;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
11805;onions ckd bld drnd wsalt;42,0000;1,3600;0,0310;0,1900;9,5600;1,4000;4,7300;22,0000;0,2400;11,0000;35,0000;166,0000;239,0000;0,2100;0,0670;0,1530;0,6000;5,2000;0,0420;0,0230;0,1650;0,1290;15,0000;0,0000;0,0000;0.02;0,0000
4639;salad drsng ranch drsng reg;430,0000;1,3200;6,9640;44,5400;5,9000;0,0000;4,6900;28,0000;0,3000;5,0000;186,0000;64,0000;901,0000;0,1700;0,0190;0,0330;3,5000;0,0000;0,0150;0,0870;0,0540;0,0300;4,0000;0,1700;15,0000;2.22;0,1000
14153;beverages carb pepper-type contains caffeine;41,0000;0,0000;0,0700;0,1000;10,4000;0,0000;0,0000;3,0000;0,0400;0,0000;11,0000;1,0000;10,0000;0,0400;0,0060;0,0350;0,1000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
9053;blueberries wild frz;57,0000;0,0000;0,0300;0,1600;13,8500;4,4000;0,0000;17,0000;0,5800;7,0000;13,0000;68,0000;3,0000;0,6700;0,0000;2,8700;0,0000;1,7000;0,0300;0,0070;0,6100;0,0200;0,0000;0,0000;3,0000;0.26;0,0000
8699;cereals rte kellogg's krave smores;401,0000;7,3000;2,4000;10,8900;76,4000;9,4000;31,7000;57,0000;14,5000;32,0000;97,0000;245,0000;342,0000;5,0000;0,0000;0,0000;0,0000;48,0000;1,2100;1,3700;16,1000;1,6100;0,0000;5,0000;0,0000;0,0000;3,3000
11953;squash zucchini baby raw;21,0000;2,7100;0,0830;0,4000;3,1100;1,1000;0,0000;21,0000;0,7900;33,0000;93,0000;459,0000;3,0000;0,8300;0,0970;0,1960;0,3000;34,1000;0,0420;0,0360;0,7050;0,1420;20,0000;0,0000;25,0000;0,0000;0,0000
35177;elk free range rst eye of rnd raw (shoshone bannock);98,0000;19,7400;0,8280;2,1000;0,0000;0,0000;0,0000;4,0000;2,2700;24,0000;215,0000;367,0000;43,0000;4,1600;0,1440;0,0110;15,8000;0,0000;0,1590;0,2700;6,6300;0,8930;0,0000;1,7700;0,0000;0,0000;0,0000
31033;ginger root pickled cnd w art swtnr;20,0000;0,3300;0,0370;0,1000;4,8300;2,6000;0,0000;74,0000;0,2800;4,0000;2,0000;36,0000;906,0000;0,0400;0,0180;0,4680;0,4000;0,0000;0,0200;0,0150;0,0220;0,0370;1,0000;0,0000;0,0000;0.18;0,0000
10945;pork frsh shldr (bstn btt) blde (stks) ln waddedslnckd brsd;227,0000;27,5800;4,6200;12,1400;0,0000;0,0000;0,0000;26,0000;1,8200;21,0000;234,0000;388,0000;154,0000;4,8500;0,2080;0,0120;45,3000;0,0000;0,4240;0,3810;3,5750;0,4880;0,0000;0,9400;0,0000;0.11;1,0000
17339;game meat elk ground ckd pan-broiled;193,0000;26,6400;4,0020;8,7400;0,0000;0,0000;0,0000;10,0000;3,3400;24,0000;221,0000;354,0000;85,0000;6,5600;0,1420;0,0110;9,0000;0,0000;0,1250;0,3200;5,3200;0,4200;8,0000;2,5700;0,0000;0.57;0,0000
